Country,InstName,Article Citation Count
France,"Commissariat a lenergie Atomique et aux Energies Alternatives, Departement Optronique, CEA, LETI Minatec Grenoble, Grenoble, France",53
France,"Commissariata l'energie Atomique et Auxenergies Alternatives, Departement Optronique, Grenoble, France",62
France,Common Laboratory of Alcatel,9
France,"Communaute d'Universites et Etablissements Languedoc, Roussillon Universites, Montpellier, Languedoc, Roussillon, FR",14
France,"Communications and Electronic Department, Telecom ParisTech, Paris, France",1
France,"Conservatoire National des Arts et Metiers, Paris, France",7
France,"Cortus S.A. Company, Mauguio, France",18
France,Crolles  Alliance R& D Center,3
France,Crolles  Alliance Research and Development Center,6
France,"Crolles 200 & 300 mm Operations, Metrology, STMicroelectronics, Crolles, France",13
France,"Crolles2 Alliance, STMicroelectronics, Crolles, France",108
France,"DAM, DIF, CEA, Arpajon, France",145
France,"DAM, DIF, CEA, ArpajonCedex, France",21
France,"DAPNIA, CEA Saclay, Gif, sur, Yvette, France",4
France,"DCRE, CEA/DAM Ile of France, Bruyeres le Chatel, France",40
France,"DEN, Cadarache, DER/SPESI, CEA, Saint, Paul, lez Durance, France",7
France,DEN/Nuclear Measurement Laboratory,23
France,"DGA, MI, Rennes, France",10
France,"DPTA, CEA/DAM Ile of France, Bruyeres le Chatel, France",40
France,"Departement Communications et Electronique, CNRS, ENST, Paris, France",29
France,"Departement Energie, Supelec, Gif sur Yvette, France",7
France,"Departement Energie, Supelec, Gif, sur, Yvette, France",173
France,"Departement Hyperfrequences et Semiconducteurs, I.E.M.N, Villeneuve d'Ascq, France",17
France,"Departement Hyperfrequences et Semiconducteurs, d'Electronique, de, Micro Electronique et of Nanotechnologies UMR CNRS, France",22
France,"Departement Optique Theorique et Appliquee, French Aerospace Lab, Palaiseau, France",77
France,"Departement Optronique, , Commissariat a l'energie atomique et aux energies alternatives, Grenoble, Rhone, Alpes, France",53
France,"Departement Optronique, Commissariat a l'energie atomique et aux energies alternatives, Grenoble, France",33
France,"Departement of Recherche Fondamentale sur la Matiere Condensee, Atomic Energy Council, Grenoble, France",6
France,"Departement of Recherche Fondamentale sur la Matiere Condensee, CEA, Grenoble, Grenoble, France",20
France,"Departement of Recherche Fondamentale sur la Matiere condensee , CEA, Grenoble, Grenoble, France",1
France,"Department Communications CNRS URA 820, ncole Nationale Superieure des Telecommunications, Paris, France",54
France,"Department U.F.R. Recherche Scientifique et Tecnique, LASMEA, Aubiere, France",4
France,"Department of Communications and Electronics , TELECOM ParisTech, Paris, France",6
France,"Department of Computer Science, College LPO Dorian, Paris, France",4
France,"Department of Electrical Engineering, Universite Paul Sabatier Toulouse, Toulouse, France",39
France,"Department of Energy, CentraleSupelec, Gif, sur, Yvette, France",4
France,"Department of Engineering, ALSTOM Transport, Semeac, France",114
France,"Department of Fixed Installations for Traction Power Supply, French National Railways Company , Saint Denis, France",23
France,"Department of Industrial Engineering, Department of Production Control, STMicroelectronics ROUSSET, Rousset, France",2
France,"Department of Manufacturing Sciences and Logistics, Mines Saint, Etienne, Univ Clermont Auvergne CNRS, UMR 6158 LIMOS, Gardanne, France",2
France,"Department of Mesures Physiques, Office National d''Etudes et of Recherches Aerospatiales, France",20
France,"Department of Microtechnologies, Laboratoire Robotique dInformatique et of Microelectronique of Montpellier, Montpellier, France",43
France,"Department of Physics, Instrumentation, Environment and Space , Office National d'Etudes et of Recherches Aerospatiales , Toulouse, France",0
France,"Department of Process Control, STMicroelectronics Rousset, Rousset, France",52
France,"Department of Signal Processing and Computer Engineering, Paris, France",11
France,Department of Solar Technologies,2
France,"Department of Technology Platform Sustaining, STMicroelectronics, Crolles, France",18
France,Department of Technology and Innovation Thales Air Systems,2
France,"DepartmentS, CEA, Grenoble Leti, Grenoble, France",2
France,Design Processing Technologies Society,23
France,"Detector Unit, European Synchrotron Radiation Facility , Grenoble, France",40
France,"Direction Generale of l'Armement, Paris, France",13
France,Du Centre National of la Recherche Scientifique et of l'Universite Paris,14
France,"E.I.C Consultancy, Montferrier sur Lez, France",52
France,"EADS Astrium, 31402 Toulouse,, France",1
France,"EADS France, Suresnes, France",37
France,"EADS SODERN, Limeil, Brevannes, France",40
France,"EADS, Astrium, Toulouse, France",35
France,"EADS, Launch Vehicles, Les Mureaux, France",2
France,"EADS, ST, Les Mureaux, France",12
France,"EDF R&D, ERMES, Palaiseau, France",0
France,"ENIB, Lab, STICC, CNRS, UMR 6285, Brest, France",4
France,"ENIB/RESO, Brest, France",20
France,"ENIM, Ile du Saulcy, LGIPM and INRIA/MACSI Team, Metz, France",47
France,"ENSA Lab, Nokia Bell Labs, Nozay, France",16
France,"ENSAE, Toulouse, France",12
France,"ENSEA, Cergy, France",9
France,"ENSEEIHT, LAPLACE, Toulouse, France",114
France,"ENSEEIHT, LEN7, Toulouse, France",156
France,"ENSERG/INPG/UJF/CNRS, France",15
France,"ENSICAEN, UNICAEN, CEA, CNRS, CIMAP, Normandie Univ, Caen, France",14
France,ENSSAT Universite of Rennes,24
France,"ENSSAT, CNRS Foton, Universite Rennes I, Lannion, France",19
France,ENSSAT/Universite of Rennes 1,20
France,"ENST Laboratoire Traitement et Communication of lInformation , Paris, France",12
France,"ENST Paris, CNRS LTCI UMR 5141, Paris, France",29
France,"ENST of bretagne, Paris, France",6
France,"ENST, Departement COMELEC, Paris, France",6
France,"EO IPSO, Bessieres, France",1
France,EPMI Ecole d'Ingenieurs Cergy,14
France,"EPSILON Ingenierie, Labege Cedex, France",8
France,"EREMS Society, Flourens, France",5
France,"ERM, PHASE, ENSPS, Illkirch, Graffenstaden, France",24
France,"ESIEE, Noisy Le Grand, France",35
France,"ESRF, Grenoble, France",22
France,"ESSEC Business School, Cergy, France",8
France,"ESYCOM , Le Cnam, Paris, France",10
France,"ESYCOM, Conservatoire National des Arts et Metiers, Paris, France",21
France,"ESYCOM, ESIEE Paris and Universite Paris Est, Noisy, le, Grand, France",4
France,ETIS UMR /CY Paris University,0
France,"EURORAD II, VI, Strasbourg, France",14
France,"EURORAD, Strasbourg, France",21
France,"EUTELSAT, Paris, France",5
France,EV Semiconductors,7
France,Ecole Centrale Paris,293
France,Ecole Centrale of Lille,85
France,Ecole Centrale of Lyon,248
France,Ecole Centrale of Lyon Limited,32
France,Ecole Centrale of Nantes in Laboratoire des Sciences du Numeriques of Nantes,32
France,Ecole Nat. Superieure des Telecommun.,32
France,Ecole National Superieure of Telecommunications,32
France,Ecole Nationale Superieure d''Electronique et of ses Applications,5
France,Ecole Nationale Superieure d''Electrotechnique,171
France,Ecole Nationale Superieure d''Ingenieurs Electriciens of Grenoble,35
France,Ecole Nationale Superieure d'Electronique,52
France,Ecole Nationale Superieure d'Ingenieurs of Caen,62
France,Ecole Nationale Superieure des Mines of Saint,6
France,Ecole Nationale Superieure des Mines of St,24
France,Ecole Nationale Superieure des Sciences Appliquees et of Technologie,18
France,Ecole Nationale Superieure des TeIecommunications,132
France,Ecole Nationale Superieure des Telecommunications,163
France,Ecole Nationale Superieure of L''Aeronautique et of l''ESpace,45
France,Ecole Nationale Superieure of l'Aeronautique et of l'Espace,17
France,Ecole Nationale Supirieure d'Electrotechnique,53
France,Ecole Nationale d''Ingenieur Brest,33
France,Ecole Nationale d''Ingenieurs of Brest,32
France,Ecole Nationale d'Ingenieurs of Brest,66
France,Ecole Nationale dEIngenieurs of Brest,61
France,Ecole Nationale dIngenieurs of Brest,77
France,Ecole Navale,67
France,Ecole Normale Superieure,165
France,Ecole Normale Superieure Paris,4
France,Ecole Normale Superieure and CNRS,44
France,Ecole Polytechinque,20
France,Ecole Polytechnique,479
France,Ecole Superieure Mecanique et Electronique  Sudria,2
France,Ecole Superieure d''Electricite,236
France,Ecole Superieure d''electronique of l''Ouest,259
France,Ecole Superieure d'Electricite,80
France,Ecole Superieure d'Electronique of l'Ouest,156
France,Ecole Superieure d'Ingenieurs en Electronique et Electrotechnique,37
France,Ecole Superieure dElectronique,96
France,Ecole des Applications Militaires of l'Energie Atomique,7
France,Ecole des Hautes Etudes d''Ingenieur,68
France,Ecole des Mines of Saint,69
France,Ecole des Mines of Saint Etienne,18
France,Ecole des Ponts,38
France,Ecole nationale d'ingenieurs of Brest,1
France,Ecole polytechnique,6
France,"Electrical Characterization Group, STMicroelectronics, Crolles, France",50
France,Electrical Engineering Laboratory,241
France,Electrical and Electronic Systems Research Department,0
France,Electrical and Electronic Systems Research Group,4
France,"Electricity and Electronics Team, Safran Tech, Chateaufort, France",3
France,"Electricity and Electronics, Safran Tech, Chateaufort, France",11
France,"Electromagnetism and Photonics, Le LAboratoire Hyperfrequences et Caracterisation, Minatec, Grenoble, France",21
France,Electromagnetisme et Photonique Laboratoire d'Hyperfrequences et of Caracterization Laboratory,22
France,"Electronics Department, Airbus Operations SAS, Toulouse, France",0
France,Electronics and Information Technology Laboratory,49
France,Embedded Computing Laboratory,37
France,"Energies Alternatives, Commissariat a l''Energie Atomique, Grenoble, France",74
France,"Eshard, Bordeaux, Marseille, France",18
France,"European Aeronautic Defence and Space Company, Les Mureaux, France",44
France,"European Aeronautic Defence and Space Company, Suresnes, France",10
France,European Materials Research Society,9
France,"European Synchrotron Radiation Facility , Grenoble, France",36
France,"European Synchrotron Radiation Facility, Grenoble, France",13
France,European University of Brittany,79
France,"Excico France, Gennevilliers, France",16
France,"FEMTO, ST, UMR 6174, Besancon, France",14
France,FOTON Laboratory at Ecole,1
France,"Ferraz Shawmut, Saint Bonnet of Mure, France",15
France,"Fogale Nanotech, Nimes, France",0
France,Fonctions Optiques pour les Technologies of l'information,4
France,Fonctions optiques pour les telecommunications Institut National des Sciences Appliquees,33
France,France,25
France,France Telecom Research and Development,79
France,"Frec|n|sys SAS, Besancon, France",33
France,"Freelance EDA Consultant, Peron, France",6
France,Freescale Semiconductor,264
France,Freescale Semiconductors France SAS,22
France,French Aero Space Laboratory,104
France,"French Aerospace Lab , Toulouse, France",5
France,"French Aerospace Lab, ONERA, Toulouse, France",3
France,French Aerospace Laboratory,183
France,"French Alternative Energies and Atomic Energy Commission , Grenoble, France",2
France,"French Alternative Energies and Atomic Energy Commission, Grenoble, France",17
France,French Centre National of la Recherche Scientifique,11
France,"French Commissariat a l'Energie Atomique, CEA/DAM/DIF, Arpajon, France",6
France,French Corporate Research Center,44
France,French Environment and Energy Management Agency,2
France,French German Research Institute of Saint Louis,229
France,French Institute for Radiological Protection and Nuclear Safety,35
France,French Institute of Science and Technology for Transport,1115
France,French Institute of Sciences and Technology for Transport,27
France,French National Center of Research  Thales,117
France,French National Centre of Scientific Research,3
France,French National Institute of Health and Medicine Research,11
France,French National Institute of Transport and Safety Research,102
France,French National Institute on Solar Energy,6
France,French National Research Council LAAS CNRS,7
France,French National Space Agency,19
France,French Research Institute of Saint Louis,141
France,French Space Agency,114
France,"Front, End Technology and Manufacturing, Central CAD and Design Solutions Group, STMicroelectronics, Crolles, France",50
France,"GE Healthcare, Valnonne, France",0
France,"GE Power Conversion, Champigneulles, France",4
France,"GE Power Conversion, Paris, France",14
France,"GE Power Conversion, Villebon, Sur, Yvette, France",4
France,"GEEPS, Gif sur Yvette, France",5
France,"GIPSA, lab, Saint, Martin, d'Heres, France",0
France,"GREMI, Universite d''Orleans, Orleans, France",12
France,"GREYC CNRS UMR 6072, Caen, France",9
France,"GTL, CNRS Telecom , Metz, France",14
France,"GTL, CNRS Telecom, UMR FEMTO, ST 6174, Metz, France",44
France,Gap Materials Laboratory and the GaN process Laboratory of,16
France,"Genie Electrique et Informatique Industrielle, IUT Nantes, Nantes, France",11
France,"Georgia Tech ,  CNRS, UMI 2958, Metz, France",32
France,"Georgia Tech, CNRS IRL 2958, Georgia Tech Lorraine, Metz, France",5
France,"Georgia Tech, CNRS UMI 2958, Georgia Tech Lorraine, Metz, France",16
France,"Georgia Tech, CNRS UMI, 2958, Georgia Tech Lorraine, Metz, France",12
France,"Georgia Tech, CNRS laboratory at Georgia Tech Lorraine, Metz, France",9
France,German Research Institute,34
France,German Research Institute of Saint,55
France,German Research Institute of Saint Louis,63
France,Grenoble Alpes University,374
France,Grenoble Electrical Engineering Laboratory,319
France,Grenoble Electrical Engineering Laboratory  Universite Grenoble Alpes,7
France,Grenoble Electrical Engineering Laboratory-Universite Grenoble Alpes,26
France,Grenoble INP,16
France,"Grenoble INP, CIME Nanotech, Grenoble, France",2
France,"Grenoble INP, Grenoble, France",12
France,"Grenoble INP, RFIC, Lab, Universite Grenoble Alpes, Grenoble, France",1
France,Grenoble Institute of Engineering Univ. Grenoble Alpes,0
France,Grenoble Institute of Technology,342
France,Grenoble University,17
France,"Grenoble, INP, Laboratoire of Conception et d'Integration des Systemes, Valence, France",16
France,"Group of Electrical Engineering, Paris, France",11
France,"Groupe SAFRAN, France",13
France,"Groupe of Physique des Solides des Universites, Paris, France",25
France,"Groupe of Recherche en Informatique, Image et Instrumentation of Caen Normandie Univ, UNICAEN, ENSICAEN, CNRS, GREYC, Caen, France",1
France,"Groupe of Recherche en Informatique, Image, Automatique et Instrumentation of Caen Normandie Univ, UNICAEN, ENSICAEN, CNRS, GREYC, Caen, France",2
France,"Groupe of Recherches sur lEnergetique des Milieux Ionises, Orleans, France",11
France,Gustave Eiffel University,0
France,"HBT technology and circuit design at the Bell Labs Alcatel, Thales III, V Lab in Marcoussis, France",1
France,"Health Department of CEA, Leti, France",0
France,Henri Becquerel National Laboratory,3
France,"Hewlett Packard Company, Eybens, France",45
France,"Hirex Engineering, Ramonville Saint, Agne, France",22
France,Huawei Technologies,77
France,Huawei Technologies France,8
France,Huawei Technologies France SASU,3
France,"I.E.M.N, Villeneuve d'Ascq, France",30
France,"I.R.C.O.M., C.N.R.S., Brive, France",45
France,IBM France,32
France,"IEA, TCP, Paris, France",0
France,"IEF, Univ. Paris, Sud and UMR8622, CNRS, Orsay, France",133
France,"IEMN CNRS, Lille, France",4
France,"IEMN, CNRS, Villeneuve, d'Ascq, France",0
France,"IEMN, DHS, UMR CNRS 8520, USTL, Villeneuve d'Ascq, France",59
France,"IEMN, DHS, Villeneuve d'Ascq, France",59
France,"IEMN, ISEN, Villeneuve d'Ascq, France",8
France,"IEMN, Villeneuve d'Ascq, France",14
France,"IEMN/CNRS, Villeneuve d'Ascq, France",18
France,"IEMN/ISEN UMR CNRS 8520, Villeneuve d'Ascq, France",51
